author_id	full_name	first_name	n_pubs	gender	discipline
17679157	vanrompay, d	daisy	132	f	CLINICAL MEDICINE
17685505	van lil, ehemjc	emmanuel h. e. m. j. c.	3	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
18227643	wouters, j	johan	251	m	CHEMISTRY AND CHEMICAL ENGINEERING
18227644	wouters, j	jan	213	m	CLINICAL MEDICINE
18240426	vanhellemont, f	filip	63	m	EARTH SCIENCES AND TECHNOLOGY
18521412	schoon, n	niels	46	m	CHEMISTRY AND CHEMICAL ENGINEERING
19056229	de meerleer, g	gert	136	m	CLINICAL MEDICINE
20843529	lissens, w	willy	254	m	BASIC LIFE SCIENCES
21416597	detrain, c	claire	90	f	BIOLOGICAL SCIENCES
22329148	deleersnijder, e	eric	154	m	EARTH SCIENCES AND TECHNOLOGY
22538137	rutgeerts, p	paul	1117	m	CLINICAL MEDICINE
22555318	vandeplassche, d	dirk	5	m	PHYSICS AND MATERIALS SCIENCE
23631551	reginster, jy	jean-yves	1215	m	CLINICAL MEDICINE
24404735	uyttendaele, m	mieke	266	f	BASIC LIFE SCIENCES
24703755	stoevelaar, h	herman	46	m	CLINICAL MEDICINE
25484060	heyen, g	georges	30	m	CHEMISTRY AND CHEMICAL ENGINEERING
26298345	keyzer, c	caroline	18	f	BIOMEDICAL SCIENCES
26583172	verbeet, t	thierry	38	m	CLINICAL MEDICINE
26584726	desmyttere, s	sonja	24	f	BASIC LIFE SCIENCES
26814475	wuytack, f	frank	251	m	BASIC LIFE SCIENCES
27323486	gerard, g	gilbert	17	m	HISTORY, PHILOSOPHY AND RELIGION
27327562	van der gucht, b	bea	9	f	BIOMEDICAL SCIENCES
27855427	crichton, rr	robert r.	135	m	BASIC LIFE SCIENCES
28941053	van audenhove, c	chantal	105	f	CLINICAL MEDICINE
29236629	lox, m	marleen	19	f	CLINICAL MEDICINE
30300628	demols, p	paul	4	m	CLINICAL MEDICINE
30586661	feron, m	michel	12	m	BIOMEDICAL SCIENCES
31141918	covens, l	lieve	4	f	CLINICAL MEDICINE
32338230	devaster, jm	jeanne-marie	35	f	CLINICAL MEDICINE
32341587	mansour, mm	m. malek	42	m	PHYSICS AND MATERIALS SCIENCE
32346817	moens, mf	marie-francine	43	f	COMPUTER SCIENCES
28508246	van veldhoven, pp	paul p.	293	m	BASIC LIFE SCIENCES
28516659	pochet, jm	jean-michel	29	m	CLINICAL MEDICINE
28535386	fisette, p	paul	35	m	MECHANICAL ENGINEERING AND AEROSPACE
28554849	dhaene, g	geert	13	m	ECONOMICS AND BUSINESS
28558139	van molle, w	wim	21	m	BASIC LIFE SCIENCES
28566806	billiet, i	ignace	19	m	CLINICAL MEDICINE
30249657	vandenberg, o	olivier	56	m	CLINICAL MEDICINE
30322218	dorchy, h	harry	129	m	CLINICAL MEDICINE
30437659	baert, j	joost	20	m	BIOLOGICAL SCIENCES
31913510	bonnier, c	christine	26	f	CLINICAL MEDICINE
31922059	schokkaert, e	erik	52	m	ECONOMICS AND BUSINESS
31997499	radoux, m	michele	6	f	BASIC LIFE SCIENCES
32011428	turkelboom, f	francis	16	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
32034692	cugnon, j	joseph	148	m	PHYSICS AND MATERIALS SCIENCE
32042998	vanderleyden, j	jos	356	m	BASIC LIFE SCIENCES
32052690	van mechelen, p	pierre	890	m	PHYSICS AND MATERIALS SCIENCE
33696498	emelianova, ev	evguenia v.	62	f	PHYSICS AND MATERIALS SCIENCE
33789575	eloy, p	ph.	55	m	CLINICAL MEDICINE
33899736	van den branden, f	frank	65	m	CLINICAL MEDICINE
33902126	lazzaroni, r	roberto	381	m	PHYSICS AND MATERIALS SCIENCE
35563739	poelman, d	dirk	177	m	PHYSICS AND MATERIALS SCIENCE
35572563	persoone, g	guido	55	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
37652799	van heeringen, k	kees	67	m	CLINICAL MEDICINE
37688945	sansen, w	willy	159	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
37694268	destain, j	jacqueline	134	f	BASIC LIFE SCIENCES
37762488	pirottin, d	dimitri	25	m	BASIC LIFE SCIENCES
39426466	joosten, e	etienne	42	m	HEALTH SCIENCES
39434204	legrand, c	catherine	93	f	CLINICAL MEDICINE
39441556	ledent, jf	jean-francois	69	m	AGRICULTURE AND FOOD SCIENCE
39447090	beckers, f	frank	41	m	CLINICAL MEDICINE
39500195	gabriel, a	annick	23	f	CLINICAL MEDICINE
39500913	boyen, hg	hans-gerd	139	m	PHYSICS AND MATERIALS SCIENCE
39512763	adam, e	emmanuelle	16	f	BASIC LIFE SCIENCES
39563767	bex, f	francoise	65	f	BIOMEDICAL SCIENCES
39584248	filinchuk, y	yaroslav	221	m	CHEMISTRY AND CHEMICAL ENGINEERING
39607619	langlois, mr	michel r.	112	m	CLINICAL MEDICINE
41527640	schrooten, j	jan	131	m	BASIC LIFE SCIENCES
41567391	verluyten, wlm	willy	11	m	BASIC LIFE SCIENCES
41597818	camelbeeck, t	thierry	44	m	EARTH SCIENCES AND TECHNOLOGY
41708654	jachmich, s	stefan	203	m	PHYSICS AND MATERIALS SCIENCE
41711419	rousseau, f	frederic	116	m	BASIC LIFE SCIENCES
41716699	gossez, jp	jean-pierre	51	m	MATHEMATICS
43347485	van rie, j	jeroen	43	m	BASIC LIFE SCIENCES
43390587	lobo, fr	francisco r.	16	m	CLINICAL MEDICINE
43429795	demarneffe, m	michel	22	m	CLINICAL MEDICINE
44995962	rosenblatt, p	pascal	38	m	ASTRONOMY AND ASTROPHYSICS
45028761	jansens, jl	jean-luc	32	m	CLINICAL MEDICINE
47040827	maldague, b	baudouin	147	m	BIOMEDICAL SCIENCES
48963377	chomez, p	patrick	22	m	BIOMEDICAL SCIENCES
48992739	adriaensen, f	frank	60	m	BIOLOGICAL SCIENCES
49001363	laroche, s	sabrina	12	f	CLINICAL MEDICINE
49003989	gobert, s	sylvie	57	f	BIOLOGICAL SCIENCES
49013881	maclean, rm	robert m.	3	m	POLITICAL SCIENCE AND PUBLIC ADMINISTRATION
49020540	decrop, a	alain	16	m	SOCIOLOGY AND ANTHROPOLOGY
49024027	houthuys, r	rik	12	m	EARTH SCIENCES AND TECHNOLOGY
49040128	louchard, g	guy	72	m	MATHEMATICS
49059891	mihailescu, l	lucian	39	m	PHYSICS AND MATERIALS SCIENCE
50738634	seidel, l	laurence	103	f	CLINICAL MEDICINE
50775252	nikova, s	svetla	28	f	COMPUTER SCIENCES
50790031	peeters, s	stefaan	17	m	CLINICAL MEDICINE
50844472	grosse-erdmann, kg	karl-g.	35	m	MATHEMATICS
50911381	de ruyck, h	hendrik	14	m	CHEMISTRY AND CHEMICAL ENGINEERING
452683	bossuyt, f	franky	48	m	BIOLOGICAL SCIENCES
1353033	swinnen, j	johan	150	m	ECONOMICS AND BUSINESS
1399561	callewaert, n	nico	111	m	BASIC LIFE SCIENCES
1470843	de troch, m	marleen	99	f	BIOLOGICAL SCIENCES
1496522	munteanu, a	adrian	65	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
2974906	wahab, ma	magd abdel	158	m	MECHANICAL ENGINEERING AND AEROSPACE
3013835	walrand, s	stephan	88	m	BIOMEDICAL SCIENCES
3036667	demuer, d	dirk	12	m	EARTH SCIENCES AND TECHNOLOGY
3075353	duez, c	colette	50	f	BASIC LIFE SCIENCES
3111578	thonon, f	fabienne	20	f	BASIC LIFE SCIENCES
4762845	degueldre, m	michel	9	m	CLINICAL MEDICINE
4843651	asselberghs, i	inge	131	f	CHEMISTRY AND CHEMICAL ENGINEERING
4889904	dehaene, w	wim	86	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
4891465	de maziere, m	martine	104	f	EARTH SCIENCES AND TECHNOLOGY
6138899	naessens, t	tania	16	f	BIOMEDICAL SCIENCES
6142861	hance, l	luc	9	m	EARTH SCIENCES AND TECHNOLOGY
6155011	jolois, o	olivier	18	m	BASIC LIFE SCIENCES
6156522	ladriere, l	laurence	123	f	CLINICAL MEDICINE
6188178	day, jm	james m.	6	m	PSYCHOLOGY
6269716	wouters, h	hilde	16	f	CHEMISTRY AND CHEMICAL ENGINEERING
7753752	maes, b	bart	207	m	CLINICAL MEDICINE
7761697	sottiaux, t	thierry	20	m	CLINICAL MEDICINE
7819121	goeman, jl	jan l.	25	m	CHEMISTRY AND CHEMICAL ENGINEERING
7846022	absil, pa	pierre-antoine	52	m	MATHEMATICS
7908340	gillardin, jp	jean-pierre	6	m	CLINICAL MEDICINE
10098008	verschoren, a	alain	80	m	MATHEMATICS
10121147	ruige, jb	johannes	84	m	CLINICAL MEDICINE
10130132	moelants, d	dirk	22	m	CREATIVE ARTS, CULTURE AND MUSIC
10135437	goffart, jp	jean-pierre	25	m	AGRICULTURE AND FOOD SCIENCE
10158133	maertens, j	johan	418	m	CLINICAL MEDICINE
10158183	van hoof, c	chris	178	m	PHYSICS AND MATERIALS SCIENCE
10158272	roodhooft, f	filip	19	m	ECONOMICS AND BUSINESS
10171251	adahchour, a	abderrahim	12	m	PHYSICS AND MATERIALS SCIENCE
10202639	bixio, d	davide	25	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
10211638	tavernier, r	rene	117	m	CLINICAL MEDICINE
11895411	d'hondt, t	theo	31	m	COMPUTER SCIENCES
11968311	somville, fjmp	francis	18	m	CLINICAL MEDICINE
12021112	debeer, p	philippe	77	m	CLINICAL MEDICINE
12042272	van erck, e	emmanuelle	28	f	CLINICAL MEDICINE
12056419	herman, gg	gerrit	31	m	CHEMISTRY AND CHEMICAL ENGINEERING
12069812	van schaftingen, e	emile	255	m	BASIC LIFE SCIENCES
12077143	de corte, v	veerle	27	f	BASIC LIFE SCIENCES
14074883	anne, j	jozef	163	m	BASIC LIFE SCIENCES
18083842	hoste, s	serge	86	m	PHYSICS AND MATERIALS SCIENCE
18143899	dewaele, s	sylviane	25	f	BASIC LIFE SCIENCES
18217049	franssens, gr	ghislain r.	22	m	MATHEMATICS
22428718	koedam, n	nico	166	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
22465868	vanbellinghen, am	anne marie	15	f	BASIC LIFE SCIENCES
22473856	van damme, n	nancy	107	f	CLINICAL MEDICINE
22568552	frennet, a	alfred	36	m	CHEMISTRY AND CHEMICAL ENGINEERING
24568221	jordaens, k	kurt	102	m	BIOLOGICAL SCIENCES
24575234	van den bosch, l	ludo	182	m	BIOMEDICAL SCIENCES
24602292	leclercq, g	guy	223	m	CLINICAL MEDICINE
24606300	pensaert, mb	maurice	174	m	CLINICAL MEDICINE
24635598	janssen, m	mia	17	f	CLINICAL MEDICINE
24635609	janssen, m	mia	8	f	BASIC LIFE SCIENCES
24673763	decaestecker, c	christine	241	f	CLINICAL MEDICINE
26354235	de corte, w	wilfried	30	m	PSYCHOLOGY
26367310	guisset, jl	jean-luc	13	m	BIOLOGICAL SCIENCES
26414542	miska, h	horst	7	m	ENERGY SCIENCE AND TECHNOLOGY
26415292	wambacq, p	piet	65	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
26470844	crabeel, m	marjolaine	59	f	BASIC LIFE SCIENCES
26519051	van hiel, a	alain	125	m	PSYCHOLOGY
26537010	staes, k	katrien	18	f	BASIC LIFE SCIENCES
28234787	jouret-mourin, a	anne	75	f	CLINICAL MEDICINE
28272934	leman, g	guido	18	m	CLINICAL MEDICINE
28319962	von sachs, r	rainer	46	m	STATISTICAL SCIENCES
28333141	dereppe, jm	jean-marie	51	m	CHEMISTRY AND CHEMICAL ENGINEERING
28345516	ruiz, p	patricio	176	m	CHEMISTRY AND CHEMICAL ENGINEERING
28355469	huypens, p	peter	16	m	CLINICAL MEDICINE
28371945	rousseaux, p	patricia	3	f	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
28372824	de saint-georges, l	louis	15	m	BASIC LIFE SCIENCES
30072741	robaeys, g	geert	77	m	CLINICAL MEDICINE
30081826	stockis, a	armel	132	m	CLINICAL MEDICINE
30091532	sterken, c	christiaan	135	m	ASTRONOMY AND ASTROPHYSICS
30104929	corsetti, m	maura	87	f	CLINICAL MEDICINE
30174035	schulman, cc	claude	344	m	CLINICAL MEDICINE
30180176	swinnen, sp	stephan p.	319	m	BIOMEDICAL SCIENCES
32079273	vauquelin, g	georges	228	m	BIOMEDICAL SCIENCES
8822589	beaujean, v	viviane	17	f	BASIC LIFE SCIENCES
8831277	bingen, c	christine	46	f	EARTH SCIENCES AND TECHNOLOGY
8995654	lambert, dm	didier m.	134	m	BIOMEDICAL SCIENCES
9267448	soupart, a	alain	85	m	CLINICAL MEDICINE
9976535	roe, k	keith	30	m	INFORMATION AND COMMUNICATION SCIENCES
10233932	den hond, e	elly	129	f	CLINICAL MEDICINE
11790171	dresse, mf	marie-francoise	51	f	CLINICAL MEDICINE
12627256	lemaitre, v	vincent	814	m	PHYSICS AND MATERIALS SCIENCE
12867784	devreker, f	fabienne	51	f	BASIC LIFE SCIENCES
12868509	cloots, r	rudi	243	m	PHYSICS AND MATERIALS SCIENCE
12874893	fagel, n	nathalie	104	f	EARTH SCIENCES AND TECHNOLOGY
12877787	pipeleers-marichal, m	miriam	36	f	CLINICAL MEDICINE
13430760	cornelissen, f	frans	19	m	BASIC LIFE SCIENCES
13700532	wozniak, a	agnieszka	108	f	CLINICAL MEDICINE
14180830	dehan, p	pierre	14	m	CLINICAL MEDICINE
14201997	jonckers, thm	tim h. m.	30	m	BIOMEDICAL SCIENCES
14690051	de braekeleer, k	kris	10	m	CHEMISTRY AND CHEMICAL ENGINEERING
14956515	diels, l	luc	7	m	BASIC LIFE SCIENCES
15269800	storme, l	leo	113	m	MATHEMATICS
15535928	mebis, j	jeroen	8	m	CLINICAL MEDICINE
15542805	de schepper, am	arthur m.	179	m	BIOMEDICAL SCIENCES
16646047	remy, s	serge	14	m	BIOLOGICAL SCIENCES
16652856	delvigne, a	annick	43	f	CLINICAL MEDICINE
17951280	grange, p	paul	250	m	CHEMISTRY AND CHEMICAL ENGINEERING
17952223	de lavareille, a	aurore	13	f	CLINICAL MEDICINE
18180265	bauwens, l	luc	13	m	CLINICAL MEDICINE
18769349	van keer, r	roger	68	m	MATHEMATICS
19546227	dumez, h	herlinde	121	f	CLINICAL MEDICINE
21045360	verdonk, r	rene	160	m	CLINICAL MEDICINE
21831773	aerts, jl	joeri l.	56	m	BIOMEDICAL SCIENCES
21835467	mahieu, lm	ludo	34	m	CLINICAL MEDICINE
22075066	wyseure, g	guido	36	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
22368177	defoort, c	carine	38	f	HISTORY, PHILOSOPHY AND RELIGION
24175897	geuens, m	maggie	47	f	ECONOMICS AND BUSINESS
24443215	vanmontagu, m	marc	666	m	BASIC LIFE SCIENCES
25651080	de schutter, j	joris	106	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
28074281	christophe-hobertus, c	christiane	16	f	BASIC LIFE SCIENCES
28303566	van campenhout, j	joris	126	m	PHYSICS AND MATERIALS SCIENCE
28319964	vandenborre, c	chantal	28	f	CLINICAL MEDICINE
28573206	wuyts, b	birgitte	51	f	CLINICAL MEDICINE
28805460	albrechts, l	louis	15	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
29319000	gevers, am	annemie	44	f	CLINICAL MEDICINE
30076369	de cuyper, jp	jean-pierre	12	m	ASTRONOMY AND ASTROPHYSICS
31138688	mignolet, e	eric	28	m	AGRICULTURE AND FOOD SCIENCE
31141971	popovic-todorovic, b	biljana	20	f	CLINICAL MEDICINE
32142104	bianco, j	john	17	m	BASIC LIFE SCIENCES
32396736	van acker, j	jos	2	m	BIOMEDICAL SCIENCES
32906700	reniers, f	francois	110	m	PHYSICS AND MATERIALS SCIENCE
33153133	de groot, v	veva	50	f	CLINICAL MEDICINE
33177258	de greyt, w	wim	46	m	AGRICULTURE AND FOOD SCIENCE
33418118	beauwens, r	renaud	55	m	BIOMEDICAL SCIENCES
33884380	borght, tv	thierry vander	36	m	BIOMEDICAL SCIENCES
33891889	riethmuller, ml	michel l.	41	m	MECHANICAL ENGINEERING AND AEROSPACE
33894683	aeyels, d	dirk	55	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
34324802	bouillon, r	roger	642	m	CLINICAL MEDICINE
34326474	duchateau, j	jacques	128	m	BIOMEDICAL SCIENCES
34328514	tavernier, p	paul	13	m	CLINICAL MEDICINE
34330511	hertog, t	thomas	54	m	PHYSICS AND MATERIALS SCIENCE
34548500	mateshvili, n	nina	25	f	EARTH SCIENCES AND TECHNOLOGY
34549282	hanselaer, p	peter	74	m	PHYSICS AND MATERIALS SCIENCE
35499061	colson, p	paul	16	m	CLINICAL MEDICINE
35832223	demaiffe, d	daniel	99	m	EARTH SCIENCES AND TECHNOLOGY
35834281	feller, g	georges	132	m	BASIC LIFE SCIENCES
36040570	lievin, j	jacques	107	m	CHEMISTRY AND CHEMICAL ENGINEERING
36314379	nagels, g	guy	129	m	CLINICAL MEDICINE
36819113	anderson, rw	ronald w.	6	m	ECONOMICS AND BUSINESS
37745685	maraite, h	henri	53	m	BIOLOGICAL SCIENCES
38004811	van der planken, m	marc	59	m	CLINICAL MEDICINE
38270982	krief, a	alain	208	m	CHEMISTRY AND CHEMICAL ENGINEERING
38499210	de hert, sg	stefan	190	m	CLINICAL MEDICINE
38516297	vandenbussche, e	erik	127	m	BIOMEDICAL SCIENCES
38755928	laurent, p	pascal	13	m	CHEMISTRY AND CHEMICAL ENGINEERING
38772083	muller, m	marc	66	m	BASIC LIFE SCIENCES
39485285	oris, m	michel	3	m	BIOMEDICAL SCIENCES
39494595	van damme, p	patrick	153	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
40028448	baron, gv	gino v.	207	m	CHEMISTRY AND CHEMICAL ENGINEERING
40554299	vanderveken, pj	paul	2	m	CLINICAL MEDICINE
41873165	vincent, u	ursula	25	f	CHEMISTRY AND CHEMICAL ENGINEERING
42511570	olea, m	maria	23	f	CHEMISTRY AND CHEMICAL ENGINEERING
43732632	claessens, p	philip	31	m	CLINICAL MEDICINE
43733529	wylleman, p	paul	17	m	PSYCHOLOGY
44219704	milbouw, g	germain	19	m	CLINICAL MEDICINE
44230157	peetrons, p	philippe	11	m	BIOMEDICAL SCIENCES
44231568	van gheluwe, b	bart	18	m	CLINICAL MEDICINE
44334909	govers, g	gerard	250	m	EARTH SCIENCES AND TECHNOLOGY
45326036	nuyens, d	dieter	11	m	BASIC LIFE SCIENCES
45326718	demars, g	greet	4	f	CLINICAL MEDICINE
46212303	russinova, e	eugenia	57	f	BASIC LIFE SCIENCES
46431814	roose, p	patrick	19	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
47020144	drowart, a	annie	39	f	CLINICAL MEDICINE
47022498	benkhedir, ml	mohammed loutfi	20	m	PHYSICS AND MATERIALS SCIENCE
47026392	liegeois, jm	jean-marie ch	9	m	CHEMISTRY AND CHEMICAL ENGINEERING
47315527	gilissen, a	anja	10	f	LAW AND CRIMINOLOGY
47319432	paris, s	sebastien	7	m	MECHANICAL ENGINEERING AND AEROSPACE
47819093	van deun, a	armand	108	m	CLINICAL MEDICINE
48406769	vanreusel, a	ann	186	f	BIOLOGICAL SCIENCES
48687244	timmerman, c	christiane	10	f	SOCIOLOGY AND ANTHROPOLOGY
48824381	paredaens, j	jan	59	m	COMPUTER SCIENCES
48977926	schoevaerdts, jc	jean-claude	91	m	CLINICAL MEDICINE
48980734	luypaert, r	robert	87	m	BIOMEDICAL SCIENCES
49722698	blake, td	terence d.	50	m	CHEMISTRY AND CHEMICAL ENGINEERING
50998519	coulie, b	bernard	135	m	CLINICAL MEDICINE
666419	beguin, h	hugues	18	m	CLINICAL MEDICINE
1115676	landuyt, w	willy	88	m	CLINICAL MEDICINE
1364174	vermeylen, d	daniele	19	m	CLINICAL MEDICINE
1387152	stuyck, j	jose	11	m	CLINICAL MEDICINE
1567909	van huylenbroeck, j	johan	60	m	BIOLOGICAL SCIENCES
2008045	soetaert, w	wim	138	m	BASIC LIFE SCIENCES
2351832	squifflet, jp	jean-paul	435	m	CLINICAL MEDICINE
3157515	van velthoven, r	roland	114	m	CLINICAL MEDICINE
3183558	louwye, s	stephen	63	m	EARTH SCIENCES AND TECHNOLOGY
3430270	defloor, t	tom	72	m	HEALTH SCIENCES
3935772	baeten, v	vincent	97	m	CHEMISTRY AND CHEMICAL ENGINEERING
3942806	sabbe, k	koen	163	m	BIOLOGICAL SCIENCES
4207298	scholtes, jl	jean-louis	55	m	CLINICAL MEDICINE
5306921	sleuwaegen, l	leo	30	m	ECONOMICS AND BUSINESS
5790213	van kemseke, c	catherine	24	f	CLINICAL MEDICINE
6258229	von haeseler, f	fritz	28	m	MATHEMATICS
6757947	cleynhens, b	bernard j.	52	m	BIOMEDICAL SCIENCES
6783644	libois, r	roland	47	m	BIOLOGICAL SCIENCES
8017917	maes, d	dominique	66	f	BASIC LIFE SCIENCES
8027702	francois, k	katrien	70	f	CLINICAL MEDICINE
9143976	shlyonsky, v	vadim	52	m	BASIC LIFE SCIENCES
9611592	eggermont, j	jan	113	m	BASIC LIFE SCIENCES
9617551	pireaux, jj	jean-jacques	302	m	PHYSICS AND MATERIALS SCIENCE
9816463	pourbaix, d	dimitri	64	m	ASTRONOMY AND ASTROPHYSICS
9847079	sipido, kr	karin r.	268	f	CLINICAL MEDICINE
11210008	donckier, j	julian e.	145	m	CLINICAL MEDICINE
11461996	dendale, p	patrick	7	m	LANGUAGE AND LINGUISTICS
12346945	vanherck, jc	jean-claude	6	m	AGRICULTURE AND FOOD SCIENCE
12654850	letellier, c	carine	38	f	CLINICAL MEDICINE
13461801	de saeger, c	christine	42	f	CLINICAL MEDICINE
13735853	focant, c	camille	23	f	HISTORY, PHILOSOPHY AND RELIGION
14016875	boon, lm	laurence m.	99	f	BASIC LIFE SCIENCES
14837362	pochet, p	philippe	37	m	POLITICAL SCIENCE AND PUBLIC ADMINISTRATION
15399452	vandaele, p	peter	113	m	PHYSICS AND MATERIALS SCIENCE
15655499	franck, t	thierry	93	m	CLINICAL MEDICINE
16484428	delbeke, d	danae	9	f	PHYSICS AND MATERIALS SCIENCE
16742961	tornieporth, n	nadia	20	f	BIOMEDICAL SCIENCES
16749688	deley, g	gaspard	31	m	BASIC LIFE SCIENCES
17062887	lefevre, p	philippe	94	m	BIOMEDICAL SCIENCES
17636545	veldhof, s	susan	77	f	CLINICAL MEDICINE
17639860	van beers, be	bernard e.	208	m	BIOMEDICAL SCIENCES
18112949	de paepe, m	marc	8	m	AGRICULTURE AND FOOD SCIENCE
18128332	kervyn, f	francois	25	m	EARTH SCIENCES AND TECHNOLOGY
19704759	bracke, p	piet	98	m	CLINICAL MEDICINE
19720078	viaene, s	stijn	28	m	COMPUTER SCIENCES
19906022	vermeulen, s	stefan	48	m	BASIC LIFE SCIENCES
20132799	thielemans, l	leen	24	f	CLINICAL MEDICINE
20900678	hertens, d	dina	30	f	CLINICAL MEDICINE
20914468	bettendorff, l	lucien	92	m	BASIC LIFE SCIENCES
20921856	strodiot, jj	jean jacques	40	m	MATHEMATICS
21462086	schoeters, g	greet	269	f	BIOMEDICAL SCIENCES
22537623	smets, k	koenraad	29	m	CLINICAL MEDICINE
22539220	muls, e	erik	41	m	CLINICAL MEDICINE
22800886	duysinx, b	bernard	22	m	CLINICAL MEDICINE
23065403	buekenhoudt, a	anita	59	f	CHEMISTRY AND CHEMICAL ENGINEERING
23907829	norberg, b	bernadette	85	f	CHEMISTRY AND CHEMICAL ENGINEERING
23909844	delabie, a	annelies	128	f	PHYSICS AND MATERIALS SCIENCE
25304296	provenier, f	frank	6	m	CLINICAL MEDICINE
25640152	dujardin, b	bruno	48	m	CLINICAL MEDICINE
27608105	dehairs, f	frank	185	m	EARTH SCIENCES AND TECHNOLOGY
27616643	crabbe, f	francois	8	m	CLINICAL MEDICINE
28019086	van poucke, m	mario	91	m	BASIC LIFE SCIENCES
28021312	wese, fx	francois-xavier	55	m	CLINICAL MEDICINE
28352620	brendonck, l	luc	144	m	BIOLOGICAL SCIENCES
28362180	vierendeels, j	jan	156	m	MECHANICAL ENGINEERING AND AEROSPACE
28364809	joossens, l	luk	33	m	CLINICAL MEDICINE
29353210	de clercq, d	dirk	135	m	HEALTH SCIENCES
32091500	demolder, m	marc	13	m	CLINICAL MEDICINE
33213915	luzyanina, t	tatyana	27	f	MATHEMATICS
34147314	dekoster, j	johan	90	m	PHYSICS AND MATERIALS SCIENCE
34347930	van kenhove, p	patrick	27	m	ECONOMICS AND BUSINESS
34356454	de jong, ficrs	felix i. c. r. s.	37	m	CLINICAL MEDICINE
34586654	wautrecht, jc	jean-claude	68	m	CLINICAL MEDICINE
34805068	barthelemy-brichant, n	nicole	7	f	CLINICAL MEDICINE
35998447	van gool, sw	stefaan w.	188	m	CLINICAL MEDICINE
36008257	maloteaux, jm	jean-marie	134	m	BIOMEDICAL SCIENCES
36254740	willems, d	dominique	34	f	CLINICAL MEDICINE
37166590	daelemans, d	dirk	106	m	BIOMEDICAL SCIENCES
37655362	walravens, k	karl	41	m	CLINICAL MEDICINE
38130241	pitchot, w	william	97	m	CLINICAL MEDICINE
38659096	hermand, d	damien	33	m	BASIC LIFE SCIENCES
38920991	heyninck, k	karen	43	f	BASIC LIFE SCIENCES
38922427	plaghki, l	leon	90	m	CLINICAL MEDICINE
39147829	martiniello, m	marco	28	m	SOCIOLOGY AND ANTHROPOLOGY
39158139	cosyns, p	paul	113	m	CLINICAL MEDICINE
39398692	dumortier, p	pierre	90	m	PHYSICS AND MATERIALS SCIENCE
40127963	simoen, e	eddy	649	m	PHYSICS AND MATERIALS SCIENCE
40132486	jongkind, cch	carel c. h.	34	m	BIOLOGICAL SCIENCES
40135244	van hoe, l	lieven r.	85	m	BIOMEDICAL SCIENCES
40137198	bousmar, d	didier	11	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
40987737	goetschy, j	janine	4	f	HISTORY, PHILOSOPHY AND RELIGION
41251475	ovidio, m	michael	42	m	BIOLOGICAL SCIENCES
41530768	rietjens, g	gerard	21	m	HEALTH SCIENCES
41793820	van marck, e	eric	450	m	CLINICAL MEDICINE
42709771	grypdonck, m	mieke	155	f	HEALTH SCIENCES
42729602	de rooster, h	hilde	121	f	CLINICAL MEDICINE
42740916	jossart, jm	jean-marc	4	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
43363281	remacle, jm	jean michel	22	m	CLINICAL MEDICINE
43367968	jauniaux, t	thierry	54	m	CLINICAL MEDICINE
43575779	mensink, c	clemens	39	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
44077205	bontempi, g	gianluca	72	m	BASIC LIFE SCIENCES
44917891	pinxten, r	rianne	137	f	BIOLOGICAL SCIENCES
44923589	torrekens, s	sophie	31	f	CLINICAL MEDICINE
45174284	adams, e	erwin	176	m	CHEMISTRY AND CHEMICAL ENGINEERING
45746920	pirard, c	celine	31	f	CLINICAL MEDICINE
46034683	coolen, j	johan	44	m	CLINICAL MEDICINE
46566150	foidart, jm	jean-michel	648	m	CLINICAL MEDICINE
48408859	declerck, ch	carolyn h.	27	f	PSYCHOLOGY
49127709	rolin, s	stephanie	49	f	CLINICAL MEDICINE
49490737	toungouz, m	michel	101	m	CLINICAL MEDICINE
49495153	hanak, c	catherine	36	f	CLINICAL MEDICINE
50194644	pepersack, t	thierry	65	m	CLINICAL MEDICINE
50803605	vamecq, j	joseph	140	m	BASIC LIFE SCIENCES
50807713	beladjal, l	lynda	34	f	BIOLOGICAL SCIENCES
51196356	van hal, g	guido	81	m	CLINICAL MEDICINE
51200464	vansteenkiste, j	johan	426	m	CLINICAL MEDICINE
51209342	de neve, s	stefaan	133	m	AGRICULTURE AND FOOD SCIENCE
