author_id	full_name	first_name	n_pubs	gender	discipline
49677825	steyaert, m	michiel	191	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
49696479	nguyen, nd	ngoc duy	26	f	PHYSICS AND MATERIALS SCIENCE
50213804	verhaeghe, j	johan	137	m	CLINICAL MEDICINE
50229907	bultynck, p	pierre	16	m	EARTH SCIENCES AND TECHNOLOGY
50888011	coulie, pg	pierre g.	206	m	BIOMEDICAL SCIENCES
50938313	timmerman, d	dirk	366	m	CLINICAL MEDICINE
1687443	sibille, c	catherine	21	f	CLINICAL MEDICINE
1932349	de brouwere, v	vincent	83	m	CLINICAL MEDICINE
2817282	larondelle, y	yvan	162	m	AGRICULTURE AND FOOD SCIENCE
3030857	coppieters, y	yves	43	m	CLINICAL MEDICINE
3919261	bernheim, jl	jan l.	42	m	CLINICAL MEDICINE
4194524	meysman, m	marc	62	m	CLINICAL MEDICINE
4194679	van cutsem, t	thierry	68	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
4453289	bouillard, p	philippe	43	m	MECHANICAL ENGINEERING AND AEROSPACE
4454336	angenon, g	geert	56	m	BASIC LIFE SCIENCES
4722436	vervier, m	michel	60	m	PHYSICS AND MATERIALS SCIENCE
6773045	boogaerts, m	marc	397	m	CLINICAL MEDICINE
6780510	derouane, eg	eric g.	226	m	CHEMISTRY AND CHEMICAL ENGINEERING
7402412	laterre, pf	pierre-francois	247	m	CLINICAL MEDICINE
7402437	munhoven, g	guy	29	m	EARTH SCIENCES AND TECHNOLOGY
7423138	lamproye, a	anne	20	f	CLINICAL MEDICINE
7931423	christophe, d	daniel	89	m	BASIC LIFE SCIENCES
8372804	nuttin, b	bart	144	m	CLINICAL MEDICINE
8892130	burgelman, m	marc	69	m	PHYSICS AND MATERIALS SCIENCE
9168554	de la porte, c	caroline	36	f	POLITICAL SCIENCE AND PUBLIC ADMINISTRATION
9449658	waelbroeck, m	magali	187	f	BIOMEDICAL SCIENCES
9450192	brasseur, f	francis	71	m	CLINICAL MEDICINE
9724876	blocklet, d	didier	45	m	BIOMEDICAL SCIENCES
9956044	demoulin, jc	jean claude	64	m	CLINICAL MEDICINE
10234442	vanopdenbosch, e	emmanuel	98	m	CLINICAL MEDICINE
11532557	galant, c	christine	108	f	CLINICAL MEDICINE
12848229	deliege, jf	jean-francois	6	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
13107014	belhocine, t	tarik	50	m	BIOMEDICAL SCIENCES
13395765	decock, p	paul	22	m	BASIC LIFE SCIENCES
13849446	driesen, j	johan	88	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
13849482	postiaux, g	guy	15	m	CLINICAL MEDICINE
14057184	sinnaeve, g	georges	3	m	CHEMISTRY AND CHEMICAL ENGINEERING
14556477	david, p	philippe	2	m	BIOMEDICAL SCIENCES
15344435	noppe, w	wim	28	m	BASIC LIFE SCIENCES
16106268	vandenberghe, a	antoon	140	m	BASIC LIFE SCIENCES
16109433	de noordhout, am	alain maertens	127	m	CLINICAL MEDICINE
16539045	mottrie, a	alexandre	247	m	CLINICAL MEDICINE
16547399	de pelsmacker, p	patrick	76	m	ECONOMICS AND BUSINESS
17265969	delrue, rm	rose-may	12	f	BASIC LIFE SCIENCES
17266146	jadot, m	michel	85	m	BASIC LIFE SCIENCES
17273734	de pauw, n	niels	50	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
17274934	elseviers, mm	monique m.	181	f	CLINICAL MEDICINE
17679167	van boxstael, s	sigrid	7	f	AGRICULTURE AND FOOD SCIENCE
17686630	meulder, m	marcel	26	m	CREATIVE ARTS, CULTURE AND MUSIC
17873735	flammang, p	patrick	73	m	BIOLOGICAL SCIENCES
18409069	silance, pg	paul-gael	9	m	CLINICAL MEDICINE
19976838	gregoire, v	vincent	305	m	CLINICAL MEDICINE
20479584	volski, v	vladimir	48	m	ELECTRICAL ENGINEERING AND TELECOMMUNICATION
20508457	van borsel, j	john	116	m	CLINICAL MEDICINE
20868350	rossion, b	bruno	242	m	BIOMEDICAL SCIENCES
21714427	van den rul, h	heidi	48	f	PHYSICS AND MATERIALS SCIENCE
23019137	van hoofstat, d	david	14	m	LAW AND CRIMINOLOGY
23531173	bol, a	anne	165	f	CLINICAL MEDICINE
23970352	fassin, y	yves	22	m	ECONOMICS AND BUSINESS
25815899	stordeur, p	patrick	78	m	CLINICAL MEDICINE
26006830	govaerts, w	willy	63	m	MATHEMATICS
26202059	payrat, jm	jean-marc	35	m	CLINICAL MEDICINE
26209211	cadot, p	pascal	21	m	BIOMEDICAL SCIENCES
26382051	latouche, g	guy	63	m	STATISTICAL SCIENCES
26405324	vermeire, k	kurt	91	m	BIOMEDICAL SCIENCES
26417624	missault, l	luc	49	m	CLINICAL MEDICINE
27317483	ronse, ac	anne c. m.	7	f	BIOLOGICAL SCIENCES
27323038	hantschel, t	thomas	66	m	PHYSICS AND MATERIALS SCIENCE
27340320	van houdt, b	benny	65	m	COMPUTER SCIENCES
27599696	michiels, cw	chris w.	176	m	BASIC LIFE SCIENCES
27602795	vral, a	anne	140	f	BIOMEDICAL SCIENCES
28082486	wenderoth, n	nicole	135	f	BIOMEDICAL SCIENCES
28527606	luyten, pj	patrick	15	m	EARTH SCIENCES AND TECHNOLOGY
28699546	henrard, l	luc	89	m	PHYSICS AND MATERIALS SCIENCE
29136408	deccache, a	alain	20	m	CLINICAL MEDICINE
29146234	willermain, f	francois	56	m	CLINICAL MEDICINE
29152009	fagard, r	robert	888	m	CLINICAL MEDICINE
30257850	secchi, ma	mario a.	20	m	CLINICAL MEDICINE
30705406	eeckhout, l	lieven	113	m	COMPUTER SCIENCES
31139900	moerman, i	ingrid	234	f	PHYSICS AND MATERIALS SCIENCE
31365384	lodewyckx, p	peter	27	m	CHEMISTRY AND CHEMICAL ENGINEERING
31537311	de canniere, p	pierre	26	m	EARTH SCIENCES AND TECHNOLOGY
32424720	moutschen, m	michel	100	m	CLINICAL MEDICINE
32839415	bours, v	vincent	231	m	CLINICAL MEDICINE
33078035	beguin, c	claire	15	f	CLINICAL MEDICINE
33079775	babiychuk, e	elena	33	f	BASIC LIFE SCIENCES
33327360	heremans, k	karel	121	m	BASIC LIFE SCIENCES
33544288	von wallenberg, e	ernst	10	m	CLINICAL MEDICINE
34128047	desoete, a	annemie	54	f	EDUCATIONAL SCIENCES
35487248	mahmoud, a	ahmed m. a.	41	m	CLINICAL MEDICINE
36240537	fivez, j	jan	15	m	PHYSICS AND MATERIALS SCIENCE
36533412	beliard, a	aude	19	f	CLINICAL MEDICINE
36539060	delanghe, r	richard	24	m	MATHEMATICS
37036056	stolear, jc	jean-claude	23	m	CLINICAL MEDICINE
37180309	groswasser, j	jose	85	m	CLINICAL MEDICINE
37180388	bartiaux-thill, n	nicole	17	f	AGRICULTURE AND FOOD SCIENCE
37694460	de man, m	marc	13	m	CLINICAL MEDICINE
37697204	ronse, k	kurt	37	m	PHYSICS AND MATERIALS SCIENCE
37702016	de vel, e	eddy	24	m	CLINICAL MEDICINE
37917808	renotte, y	yvon	30	m	PHYSICS AND MATERIALS SCIENCE
37924953	vanhaecht, k	kris	76	m	CLINICAL MEDICINE
38049929	de trez, c	carl	58	m	BIOMEDICAL SCIENCES
38060689	ferrari, f	frank	47	m	PHYSICS AND MATERIALS SCIENCE
38499525	broeck, jv	jozef vanden	68	m	BASIC LIFE SCIENCES
38780036	claes, l	laurence	171	f	PSYCHOLOGY
39827876	gilis, d	dimitri	32	m	BASIC LIFE SCIENCES
39832488	eeckhaut, i	igor	64	m	BIOLOGICAL SCIENCES
39834862	van ruymbeke, m	michel	16	m	EARTH SCIENCES AND TECHNOLOGY
40028760	collart, f	frederic	66	m	CLINICAL MEDICINE
40046942	strubbe, k	katrien	26	f	CHEMISTRY AND CHEMICAL ENGINEERING
40048805	roufosse, f	florence	53	f	CLINICAL MEDICINE
40789846	booten, k	karl	21	m	CHEMISTRY AND CHEMICAL ENGINEERING
41023043	dejonckheere, jf	johan f.	118	m	BASIC LIFE SCIENCES
41033703	vercruysse, cwj	chris w. j.	14	m	CLINICAL MEDICINE
32346818	moens, m	maurice	180	m	BIOLOGICAL SCIENCES
32822889	vander haeghen, y	yves	9	m	CLINICAL MEDICINE
33117230	bouwens, l	luc	147	m	CLINICAL MEDICINE
34530251	van aelst, s	stefan	60	m	STATISTICAL SCIENCES
34538375	villeirs, g	geert	92	m	BIOMEDICAL SCIENCES
36677603	nguyendisteche, m	martine	53	f	BASIC LIFE SCIENCES
37435330	schoep, i	ilse	4	f	HISTORY, PHILOSOPHY AND RELIGION
37741219	wallemacq, p	pierre	296	m	BIOMEDICAL SCIENCES
37742320	gils, a	ann	271	f	CLINICAL MEDICINE
38769318	denekens, j	joke	42	f	CLINICAL MEDICINE
39047400	lambert, j	jo	141	m	CLINICAL MEDICINE
39524054	van der eycken, j	johan	83	m	CHEMISTRY AND CHEMICAL ENGINEERING
39715895	bock, hl	hans l.	99	m	CLINICAL MEDICINE
40022754	bruyns, c	catherine	59	f	CLINICAL MEDICINE
40249842	d'haese, j	jan	32	m	CLINICAL MEDICINE
40541677	du jardin, p	patrick	74	m	BIOLOGICAL SCIENCES
40821960	odeurs, j	jos	82	m	PHYSICS AND MATERIALS SCIENCE
40842333	boullart, w	werner	56	m	PHYSICS AND MATERIALS SCIENCE
42090072	najimi, m	mustapha	147	m	CLINICAL MEDICINE
42090722	pequeux, a	andre	47	m	BIOLOGICAL SCIENCES
42094298	vanderplasschen, w	wouter	72	m	HEALTH SCIENCES
42571974	kerre, t	tessa	76	f	CLINICAL MEDICINE
43432933	craps, b	ben	58	m	PHYSICS AND MATERIALS SCIENCE
43445065	pieters, g	guido	62	m	PSYCHOLOGY
43621299	van hulle, c	cynthia	22	f	ECONOMICS AND BUSINESS
43816517	choufani, g	georges	20	m	CLINICAL MEDICINE
43827014	elewaut, d	dirk	448	m	CLINICAL MEDICINE
44389622	goemaere, s	stefan	236	m	CLINICAL MEDICINE
46145201	chappel, r	rudi	4	m	CLINICAL MEDICINE
46150763	offeciers, fe	f. erwin	40	m	CLINICAL MEDICINE
46564163	moreels, tg	tom g.	129	m	CLINICAL MEDICINE
46792405	humblet, pc	perrine claire	9	f	CLINICAL MEDICINE
46829292	cattrijsse, a	andre	23	m	BIOLOGICAL SCIENCES
47056279	heylen, rj	rene j.	11	m	CLINICAL MEDICINE
47267342	dubois, f	frank	76	m	MECHANICAL ENGINEERING AND AEROSPACE
47743013	bruneel, e	els	48	f	PHYSICS AND MATERIALS SCIENCE
47744518	dewandel, jl	jean-luc	6	m	PHYSICS AND MATERIALS SCIENCE
48514561	ceulemans, h	hugo	23	m	BASIC LIFE SCIENCES
48737320	masereel, b	bernard	172	m	BASIC MEDICAL SCIENCES
48985817	pieters, iy	ilse y.	10	f	BASIC MEDICAL SCIENCES
49027666	deforche, b	benedicte	187	f	CLINICAL MEDICINE
51040950	speijer, rp	robert p.	84	m	EARTH SCIENCES AND TECHNOLOGY
51064964	de meyer, h	hans	187	m	MATHEMATICS
51067071	savvides, sn	savvas n.	75	m	BASIC LIFE SCIENCES
51083966	herent, mf	marie-france	27	f	CHEMISTRY AND CHEMICAL ENGINEERING
679133	gillan, dc	david c.	44	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
2932259	bayot, v	vincent	103	m	PHYSICS AND MATERIALS SCIENCE
3222419	lammertyn, j	jeroen	165	m	CHEMISTRY AND CHEMICAL ENGINEERING
4786071	poumay, y	yves	137	m	CLINICAL MEDICINE
4786272	muysoms, f	filip e.	48	m	CLINICAL MEDICINE
5725629	gall, d	david	61	m	BIOMEDICAL SCIENCES
6271276	robert, a	annie	54	f	CLINICAL MEDICINE
6798638	druart, p	philippe	5	m	BIOLOGICAL SCIENCES
6835355	walraevens, k	kristine	59	f	EARTH SCIENCES AND TECHNOLOGY
7634711	verlinde, f	franciska	11	f	CLINICAL MEDICINE
7921346	cuvelier, c	claude	251	m	CLINICAL MEDICINE
7931859	jacquemin, p	patrick	56	m	BASIC LIFE SCIENCES
8189667	van hul, w	wim	301	m	CLINICAL MEDICINE
8197237	droogmans, l	louis	42	m	BASIC LIFE SCIENCES
8490141	van der auweraer, h	herman	34	m	MECHANICAL ENGINEERING AND AEROSPACE
8493381	vanderschueren, s	steven	83	m	CLINICAL MEDICINE
8496576	van den neste, e	eric	163	m	CLINICAL MEDICINE
8803197	kestemont, mp	marie-paule	2	f	AGRICULTURE AND FOOD SCIENCE
8817087	van eldere, j	johan	166	m	CLINICAL MEDICINE
9357199	seret, a	alain	69	m	BIOMEDICAL SCIENCES
9810657	losson, b	bertrand	196	m	CLINICAL MEDICINE
10278174	schrijvers, d	dirk	119	m	CLINICAL MEDICINE
11090633	payen, mc	marie-christine	28	f	CLINICAL MEDICINE
11090716	jonckheere, v	veronique	22	f	BASIC LIFE SCIENCES
11636661	van de wyngaert, f	francoise	11	f	CLINICAL MEDICINE
11650034	van de voorde, w	wim	8	m	LAW AND CRIMINOLOGY
12093332	goossens, r	rudi	28	m	EARTH SCIENCES AND TECHNOLOGY
12375239	heyrman, j	jan	11	m	HEALTH SCIENCES
12376339	heeren, g	germaine	20	f	CLINICAL MEDICINE
12862858	boom, a	alain	27	m	BIOMEDICAL SCIENCES
12879738	kerkhofs, m	myriam	61	f	CLINICAL MEDICINE
12881441	boutier, mg	marie-guy	14	f	LANGUAGE AND LINGUISTICS
13632266	hermans, d	dirk	200	m	PSYCHOLOGY
13636813	derie, c	cristina	9	f	CLINICAL MEDICINE
13934361	van nieuwenhove, y	yves	71	m	CLINICAL MEDICINE
14185764	van belleghem, y	yves	46	m	CLINICAL MEDICINE
14188090	knapen, j	jan	28	m	CLINICAL MEDICINE
14486791	baert, k	kris	27	m	PHYSICS AND MATERIALS SCIENCE
16038057	vandekerckhove, ttm	tom t. m.	18	m	BASIC LIFE SCIENCES
16055105	de canck, i	ilse	42	f	CLINICAL MEDICINE
16060386	plumier, jc	jean-christophe	35	m	BIOMEDICAL SCIENCES
16067438	hammer, f	frank	39	m	CLINICAL MEDICINE
16428393	smets, f	francoise	116	f	CLINICAL MEDICINE
16443788	deproost, pa	paul-augustin	31	m	HISTORY, PHILOSOPHY AND RELIGION
16966234	vandenberghe, g	georges	81	m	BASIC LIFE SCIENCES
16982695	dorny, p	pierre	312	m	CLINICAL MEDICINE
16983518	auwers, jm	jean-marie	64	m	HISTORY, PHILOSOPHY AND RELIGION
17239149	de sutter, p	paul	6	m	BIOMEDICAL SCIENCES
17252303	michel, l	luc	74	m	CLINICAL MEDICINE
17892674	content, a	alain	55	m	PSYCHOLOGY
18732327	verlinde, s	serge	5	m	LANGUAGE AND LINGUISTICS
19196917	farifteh, j	jamshid	20	m	EARTH SCIENCES AND TECHNOLOGY
19731682	de vos, de	dirk e.	412	m	CHEMISTRY AND CHEMICAL ENGINEERING
20028644	decraene, t	tine	10	f	CLINICAL MEDICINE
20901754	dutoit, t	thierry	36	m	COMPUTER SCIENCES
21722455	de deken, x	xavier	29	m	BASIC LIFE SCIENCES
22352329	klinkenberg, jm	jean-marie	57	m	LANGUAGE AND LINGUISTICS
23551617	verdonck, p	patrick	81	m	PHYSICS AND MATERIALS SCIENCE
23558884	van der linden, ram	ronald	55	m	ASTRONOMY AND ASTROPHYSICS
23834608	deprez, p	piet	192	m	CLINICAL MEDICINE
24589443	rohde, a	antje	35	f	BIOLOGICAL SCIENCES
24590180	hermans, e	emmanuel	141	m	BIOMEDICAL SCIENCES
24595359	lyon, g	gilles	14	m	CLINICAL MEDICINE
24600190	van eeckhaut, a	ann	45	f	CHEMISTRY AND CHEMICAL ENGINEERING
25327182	gijs, l	luk	17	m	PSYCHOLOGY
25351064	van dyck, m	maria	48	f	CLINICAL MEDICINE
25636444	van royen, p	paul	130	m	CLINICAL MEDICINE
25879762	verbruggen, a	aviel	37	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
26415698	michils, g	genevieve	15	f	BASIC LIFE SCIENCES
26431760	saroglou, v	vassilis	52	m	PSYCHOLOGY
26674406	de ridder, l	leo	137	m	CLINICAL MEDICINE
27915874	breugelmans, k	karin	16	f	BIOLOGICAL SCIENCES
28176990	keppens, r	rony	157	m	ASTRONOMY AND ASTROPHYSICS
28657124	loris, r	remy	143	m	BASIC LIFE SCIENCES
28664275	bosmans, h	hilde	228	f	BIOMEDICAL SCIENCES
28908579	cortvrindt, r	rita	73	f	BASIC LIFE SCIENCES
30235901	noirhomme, p	philippe	150	m	CLINICAL MEDICINE
30513761	machiels, jp	jean-pascal	280	m	CLINICAL MEDICINE
31492695	lause, p	pascale	24	f	CLINICAL MEDICINE
32275457	vervaet, a	ann	28	f	BIOMEDICAL SCIENCES
33617301	quisquater, jj	jean-jacques	105	m	COMPUTER SCIENCES
33631506	straetmans, n	nicole	47	f	CLINICAL MEDICINE
37038645	kuypers, d	dirk	439	m	CLINICAL MEDICINE
37590940	dubois, p	philippe	665	m	CHEMISTRY AND CHEMICAL ENGINEERING
38022020	van glabbeke, m	martine	219	f	CLINICAL MEDICINE
38540008	heremans, p	paul	291	m	PHYSICS AND MATERIALS SCIENCE
38906076	smet, mh	maria-helena	63	f	CLINICAL MEDICINE
38922473	reyntjens, f	filip	22	m	MANAGEMENT AND PLANNING
39409088	vanhaesebrouck, p	piet	63	m	CLINICAL MEDICINE
39814482	delvaux, t	therese	58	f	CLINICAL MEDICINE
40322560	laevens, h	hans	48	m	CLINICAL MEDICINE
40350135	verdoodt, v	veerle	6	f	BIOLOGICAL SCIENCES
42806885	debrock, s	sophie	95	f	BASIC LIFE SCIENCES
44869488	laureys, j	jos	37	m	CLINICAL MEDICINE
45584665	wattiau, p	pierre	58	m	BASIC LIFE SCIENCES
45994253	de baerdemaeker, j	josse	276	m	AGRICULTURE AND FOOD SCIENCE
45994254	de baerdemaeker, j	jeremie	33	m	PHYSICS AND MATERIALS SCIENCE
48258375	cornelis, a	ann	2	f	CLINICAL MEDICINE
49934618	waroquier, m	michel	357	m	PHYSICS AND MATERIALS SCIENCE
50735395	lamy, m	maurice	212	m	CLINICAL MEDICINE
51281909	boon, jp	jean pierre	50	m	PHYSICS AND MATERIALS SCIENCE
51303652	defreyne, l	luc	79	m	BIOMEDICAL SCIENCES
51314080	gielens, c	constant	50	m	BASIC LIFE SCIENCES
712976	van meerbeeck, jp	jan p.	356	m	CLINICAL MEDICINE
954390	janssens, m	michele	32	f	BASIC LIFE SCIENCES
957212	poirel, ha	helene a.	103	f	CLINICAL MEDICINE
1154469	vogels, a	annick	52	f	BASIC LIFE SCIENCES
1402267	madder, m	maxime	65	m	CLINICAL MEDICINE
1410206	dupont, p	pierre	25	m	COMPUTER SCIENCES
2432406	batoko, h	henri	40	m	BASIC LIFE SCIENCES
3180590	mahieu, b	bernard	47	m	CHEMISTRY AND CHEMICAL ENGINEERING
3407309	lequarre, as	anne-sophie	18	f	BASIC LIFE SCIENCES
3424875	van strydonck, m	mark	77	m	EARTH SCIENCES AND TECHNOLOGY
3693797	denoel, m	mathieu	82	m	BIOLOGICAL SCIENCES
4189272	govaerts, as	anne-sophie	21	f	CLINICAL MEDICINE
4189740	titantah, jt	john tatini	33	m	PHYSICS AND MATERIALS SCIENCE
4669452	godfraind, t	theophile	244	m	BIOMEDICAL SCIENCES
5491457	koenen, f	frank	85	m	CLINICAL MEDICINE
5813256	hebette, cl	christophe l.	2	m	CHEMISTRY AND CHEMICAL ENGINEERING
6475972	munaut, c	carine	150	f	CLINICAL MEDICINE
6790799	eloy, nb	nubia b.	16	f	BASIC LIFE SCIENCES
7789571	adler, m	michael	99	m	CLINICAL MEDICINE
8292648	djenidi, s	salim	18	m	EARTH SCIENCES AND TECHNOLOGY
8297595	coomans, d	danny	78	m	CHEMISTRY AND CHEMICAL ENGINEERING
8965492	decostere, a	annemie	169	f	CLINICAL MEDICINE
8980936	bonheure, g	georges	49	m	PHYSICS AND MATERIALS SCIENCE
8981303	gillis, s	steven	38	m	LANGUAGE AND LINGUISTICS
9305877	snoeck, r	robert	452	m	BIOMEDICAL SCIENCES
9796086	schmedding, e	eric	20	m	CLINICAL MEDICINE
11778136	de doncker, s	simonne	62	f	CLINICAL MEDICINE
12132671	piens, k	kathleen	32	f	BASIC LIFE SCIENCES
12390279	brose, f	francois	11	m	CHEMISTRY AND CHEMICAL ENGINEERING
12896932	doyen, jm	jean-marc	14	m	HISTORY, PHILOSOPHY AND RELIGION
13158084	sunaert, s	stefan	217	m	BIOMEDICAL SCIENCES
13671237	jedwab, j	jacques	20	m	EARTH SCIENCES AND TECHNOLOGY
13948166	poncelet, m	martine	31	f	PSYCHOLOGY
13949416	vanhaecke, t	tamara	124	f	BIOMEDICAL SCIENCES
13950355	van hoeyveld, e	erna	24	f	BIOMEDICAL SCIENCES
15634018	gungor, d	derya	15	f	PSYCHOLOGY
16106077	boeckx, e	eric	24	m	MATHEMATICS
16119681	vannetelbosch, v	vincent	36	m	ECONOMICS AND BUSINESS
17273696	goffin, j	jan	117	m	CLINICAL MEDICINE
18861012	barnich, g	glenn	74	m	PHYSICS AND MATERIALS SCIENCE
20743789	cos, p	paul	196	m	BIOMEDICAL SCIENCES
20998350	van elshocht, s	sven	170	m	PHYSICS AND MATERIALS SCIENCE
21011739	hagendorens, mm	margo m.	92	f	CLINICAL MEDICINE
21265367	bontems, p	patrick	64	m	CLINICAL MEDICINE
21952819	wenseleers, w	wim	49	m	PHYSICS AND MATERIALS SCIENCE
22927956	de fontaine, s	serge	22	m	CLINICAL MEDICINE
24013514	cassart, m	marie	49	f	CLINICAL MEDICINE
24262966	colebunders, e	eva	37	f	MATHEMATICS
24280749	van den abeele, am	anne-marie	52	f	CLINICAL MEDICINE
24763402	depiereux, e	eric	56	m	BASIC LIFE SCIENCES
24774134	linsinger, tpj	thomas p. j.	80	m	CHEMISTRY AND CHEMICAL ENGINEERING
26551537	de bisschop, f	frank	11	m	PHYSICS AND MATERIALS SCIENCE
28080761	gabelica, v	valerie	104	f	CHEMISTRY AND CHEMICAL ENGINEERING
28086777	de bruyne, b	bernard	699	m	CLINICAL MEDICINE
28566843	de clety, sc	stephan clement	35	m	CLINICAL MEDICINE
28812197	leponce, m	maurice	50	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
31428452	callebaut, m	marc	87	m	BASIC LIFE SCIENCES
31926383	vandooren, a	anne	45	f	PHYSICS AND MATERIALS SCIENCE
31933803	defrance, p	pierre	85	m	PHYSICS AND MATERIALS SCIENCE
31933804	defrance, p	pierre	4	m	CLINICAL MEDICINE
32619933	durez, p	patrick	215	m	CLINICAL MEDICINE
32856514	reper, p	pascal	25	m	CLINICAL MEDICINE
32860744	van roy, f	frans	270	m	BASIC LIFE SCIENCES
33539268	de backer, d	daniel	420	m	CLINICAL MEDICINE
33543366	burzykowski, t	tomasz	136	m	CLINICAL MEDICINE
33757735	louagie, y	yves	74	m	CLINICAL MEDICINE
34169549	clement, dl	denis l.	272	m	CLINICAL MEDICINE
34169782	vissers, s	stephan	34	m	BASIC LIFE SCIENCES
34402267	lecouturier, n	nathalie	8	f	BIOMEDICAL SCIENCES
34890372	vandewalle, s	stefan	81	m	MATHEMATICS
35350885	uljee, i	inge	12	f	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
36019817	sommeling, c	casper	4	m	CLINICAL MEDICINE
37940099	thijs, v	vincent	289	m	CLINICAL MEDICINE
37962323	ponsaerts, p	peter	118	m	BASIC LIFE SCIENCES
38952272	woestenborghs, f	filip a. a.	7	m	BIOMEDICAL SCIENCES
39704550	bex, m	marie	27	f	CLINICAL MEDICINE
41013970	thisse, jf	jacques-francois	187	m	ECONOMICS AND BUSINESS
41018682	vanderstraeten, r	raf	65	m	SOCIOLOGY AND ANTHROPOLOGY
41022879	leloup, jc	jean-christophe	21	m	BIOLOGICAL SCIENCES
41248214	schuurkes, jaj	jan a. j.	155	m	CLINICAL MEDICINE
41826915	goossens, j	jan g.	13	m	BIOMEDICAL SCIENCES
42017971	lewalle, p	philippe	94	m	CLINICAL MEDICINE
42874655	debevere, j	johan	184	m	BASIC LIFE SCIENCES
43341967	joiris, cr	claude r.	49	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
43546678	fontaine, jrj	johnny r. j.	37	m	PSYCHOLOGY
44301481	schepers, e	evert	35	m	CLINICAL MEDICINE
44535975	vandenbulcke, jm	jean-marie	15	m	CLINICAL MEDICINE
44540887	van bortel, w	wim	77	m	CLINICAL MEDICINE
44723787	beeckmans, k	kurt	7	m	CLINICAL MEDICINE
44734201	noirfalise, a	alfred	7	m	BIOMEDICAL SCIENCES
45143854	matthysen, e	erik	198	m	ENVIRONMENTAL SCIENCES AND TECHNOLOGY
45654554	van der smissen, p	patrick	52	m	BASIC LIFE SCIENCES
45856560	fillet, g	georges	227	m	CLINICAL MEDICINE
45874190	sapir, a	andre	40	m	ECONOMICS AND BUSINESS
46287457	kuijk, m	maarten	65	m	PHYSICS AND MATERIALS SCIENCE
46394281	vuylsteke, b	bea	46	f	CLINICAL MEDICINE
46400166	delchambre, a	alain	25	m	PHYSICS AND MATERIALS SCIENCE
46402923	haegeman, g	guy	185	m	BASIC LIFE SCIENCES
46404109	van hengel, j	jolanda	71	f	BASIC LIFE SCIENCES
46416328	delbouille, mh	marie-helene	25	f	CLINICAL MEDICINE
46690812	clerbaux, b	barbara	844	f	PHYSICS AND MATERIALS SCIENCE
47429118	balzarini, j	jan	1439	m	BIOMEDICAL SCIENCES
47444276	laitat, m	martine	26	f	CLINICAL MEDICINE
47677397	debon, sjj	stephane j. j.	11	m	CHEMISTRY AND CHEMICAL ENGINEERING
47686221	urbain, x	xavier	81	m	PHYSICS AND MATERIALS SCIENCE
47697386	de raedt, h	herbert	27	m	CLINICAL MEDICINE
47699925	jespers, e	eric	149	m	MATHEMATICS
47996070	meulemans, s	sandra	29	f	BASIC LIFE SCIENCES
48001940	cerf, nj	nicolas j.	146	m	PHYSICS AND MATERIALS SCIENCE
48506470	goris, a	an	111	f	BIOMEDICAL SCIENCES
48682518	binnemans, k	koen	408	m	CHEMISTRY AND CHEMICAL ENGINEERING
49304790	stoffelen, p	piet	18	m	BIOLOGICAL SCIENCES
49320634	lammertyn, e	elke	42	f	BASIC LIFE SCIENCES
49352271	dubois, m	michel	9	m	CHEMISTRY AND CHEMICAL ENGINEERING
49616013	schmartz, d	denis	50	m	CLINICAL MEDICINE
50354283	van hoorebeke, l	luc	202	m	PHYSICS AND MATERIALS SCIENCE
50381928	fonteyne, c	christine	10	f	CLINICAL MEDICINE
50747496	su, bl	bao-lian	467	m	CHEMISTRY AND CHEMICAL ENGINEERING
50749686	jurczak, m	malgorzata	187	f	PHYSICS AND MATERIALS SCIENCE
50833313	goossens, l	lut	20	f	CLINICAL MEDICINE
51331446	backeljau, t	thierry	219	m	BIOLOGICAL SCIENCES
4667	delos, m	monique	15	f	CLINICAL MEDICINE
4668	delos, m	monique	26	f	CLINICAL MEDICINE
820489	crott, r	ralph	50	m	CLINICAL MEDICINE
1028825	kesenne, s	stefan	17	m	SOCIOLOGY AND ANTHROPOLOGY
1042012	guillaume, mp	marie-paule	31	f	CLINICAL MEDICINE
1300287	mens, t	tom	40	m	COMPUTER SCIENCES
1573653	decoutere, s	stefaan	109	m	PHYSICS AND MATERIALS SCIENCE
1575843	rees, jf	jean-francois	55	m	BASIC LIFE SCIENCES
2249338	gosset, e	eric	111	m	ASTRONOMY AND ASTROPHYSICS
2259833	baucher, m	marie	39	f	BIOLOGICAL SCIENCES
2515316	rasschaert, j	joanne	98	f	CLINICAL MEDICINE
2999275	cardozo, ak	alessandra k.	73	f	CLINICAL MEDICINE
2999358	grandjean, f	fernande	282	f	PHYSICS AND MATERIALS SCIENCE
